FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
15160,4309,23,195,183,138,56808,14716,0,130,0,64,15,764
985043,170845,12536,5012,40286,10416,1472409,252241,11623,4334,36174,9723,51,765
22135,5644,290,265,522,429,81809,30140,570,171,748,935,16,765
15017,2583,95,122,493,160,54143,7998,97,6,349,201,14,765
1322727,141976,12584,5375,53388,16344,2279125,231492,13112,5557,54462,18089,51,766
18505,3644,162,213,608,322,75658,18988,255,218,1161,638,15,766
11954,3940,90,149,395,422,56169,14515,0,22,196,650,12,766
1381082,208877,12203,5169,42090,12397,2341310,347434,12886,5145,43645,14133,58,766
662166,104765,7626,2448,33490,10433,1164632,164301,7156,2661,34175,9161,58,766
21279,4927,96,80,698,0,100161,16826,2,0,844,0,14,768
1137740,433457,14753,5913,49395,8641,1916777,677542,14168,5400,47429,9594,72,768
1355136,149332,14148,5521,40265,13951,2454251,243520,15232,5669,40941,16658,51,769
15239,2689,174,125,37,344,81604,14356,169,69,171,919,12,769
1073978,258839,17465,6915,66587,18822,1381338,369539,15412,5896,56879,13322,64,769
71225,10976,17,169,716,63,139433,20335,0,124,536,240,32,771
839195,80713,17448,8581,21502,1381,1378645,126828,16803,8605,20873,1800,55,771
18051,3815,191,240,413,146,67940,11423,121,193,285,97,15,772
1261334,281258,15186,5339,52070,11506,2099014,435523,14501,4986,51541,11840,61,773
1025892,180674,9688,3654,36816,12761,1855301,285415,9226,3579,38777,15842,66,773
722019,121267,11454,4140,38035,7885,992602,155040,9609,3512,32880,8337,54,774
603943,58913,6746,2721,25288,6514,1029199,86059,6329,2709,25075,5018,56,774
1232088,166256,12495,5246,67384,16358,1982085,252810,12074,4886,65745,18675,62,775
1352869,382843,17914,6707,48268,13697,2112472,598444,17427,6299,47934,16419,64,775
380477,104099,4523,1853,11709,2814,805211,178208,4575,1744,11721,3507,48,775
11971,555,223,186,619,222,52543,3034,171,200,557,267,12,775
889140,395807,11919,5136,51499,16014,1287731,587048,10677,4161,47921,15092,71,776
135807,43969,145,21,164,47,242623,79550,65,30,468,75,38,778
1172986,234104,13200,5019,50057,15910,1887655,354663,12382,4344,48866,16089,62,779
1001321,358096,12405,4345,44169,10339,1613875,610856,12055,4390,42111,11416,51,779
24297,10919,196,153,529,645,148950,68623,255,84,598,1826,12,779
1182404,142603,11934,5037,105908,34558,2018515,219826,11591,5121,106286,33216,63,780
16631,2762,142,119,441,253,56417,9271,85,0,519,231,15,781
653125,62604,6833,2483,16515,5396,1346609,101104,6572,2514,16270,6595,56,782
18340,1505,26,243,370,71,57951,4520,0,128,420,0,16,783
20046,2109,171,201,295,271,56918,5141,82,132,281,265,18,783
1041319,418254,11487,4313,117417,33243,1774625,642481,12288,4192,116583,32694,61,783
1056987,150534,13730,5231,53587,13397,1487148,212333,11471,4391,48026,15092,58,783
43416,16023,218,206,64,69,112776,36970,115,116,0,241,23,783
639816,107906,6538,2827,20950,5580,1163732,172740,6190,2765,23095,5843,51,783
1308951,621601,18749,7295,73006,18613,1683184,951211,15862,6042,63764,19791,57,783
28267,21936,288,124,258,847,92568,121488,614,223,1188,1202,16,783
1027083,222889,17655,7059,58871,16721,1468406,318244,13762,5739,49445,18005,68,784
923299,99724,6778,2922,58159,14655,1591309,163032,6294,2885,56384,12885,49,785
924407,213656,12188,4843,49320,11494,1242202,324660,10878,4141,43043,10005,56,785
15904,852,247,112,391,305,57560,2814,165,61,474,476,15,787
1002679,182965,9072,3854,27799,4862,1836956,285524,9737,4131,29692,3970,59,787
1166670,119924,12108,4925,41411,12111,1792201,172422,11117,4415,37968,11900,54,789
32678,7233,81,0,383,71,73545,13726,0,0,514,85,31,790
13067,4148,119,93,555,95,58372,13730,0,5,636,0,12,790
86096,24474,0,136,525,430,209093,49962,84,70,415,234,34,790
821856,178760,12414,5198,45881,14544,1198661,274721,10979,4522,42246,15244,57,791
898650,228766,12384,4784,46041,11252,1202416,330823,11304,4461,40710,9020,71,791
742475,85790,10306,3857,36113,9030,1217963,120314,9946,3722,35611,9464,60,791
1319544,443033,11608,5077,43192,10429,2586032,704250,11937,5001,42701,11915,65,791
324987,53384,499,259,946,0,145136,29898,230,173,935,319,151,793
1005821,186093,16645,6357,58107,11983,1299040,248819,14493,5602,53139,11752,75,795
717009,113560,8474,3043,34681,14663,1193936,179315,7610,2804,33208,15032,51,796
955835,258001,13230,4739,43912,11077,1218854,360681,10767,3811,40589,10021,58,798
906968,208621,12895,5946,47921,12408,1289829,292871,11653,5380,42449,11954,65,798
49265,18798,160,49,709,355,106992,36034,81,43,453,630,32,799
1294311,209986,13505,5221,55837,20582,2186073,316605,12825,5161,54957,24808,61,800
1561211,271021,15609,6368,49481,12150,3136893,428445,16070,6418,50221,13509,71,801
1459336,110797,16416,7449,64906,20336,2250328,174281,15724,7444,62493,18574,56,802
1273034,303766,12911,4936,43307,12161,2227239,475407,12396,4691,43038,11926,58,804
733943,161340,8831,3198,26011,5829,1224472,243736,8273,2935,23682,6487,63,804
94521,9422,63,184,328,125,199665,16669,40,122,668,176,39,804
840746,106658,9018,3342,27769,9887,1523321,154951,8848,2986,30225,11076,64,805
590955,112383,8258,3398,30179,11150,857156,172832,7589,2914,28809,12407,54,806
20910,5054,150,93,162,60,54835,12425,37,0,280,67,22,807
839003,216038,12295,4871,44449,11332,1078763,312289,10137,3816,35674,9487,59,810
963988,327025,10682,3883,38913,11398,1634940,501428,9549,3593,37825,13804,63,810
313142,51354,11803,5572,12161,1153,528587,84448,11665,5270,11264,1687,47,810
856403,183611,11405,4404,36741,9699,1240990,273593,10839,4057,35701,10387,73,811
1410735,311209,16130,6427,46446,11063,2428982,458788,15758,5816,45809,12402,72,811
1342638,141531,12271,5046,35565,13913,2412244,232824,12555,5002,36826,16190,64,811
1164739,245386,14088,5510,51724,12576,1600833,346920,12514,4762,44965,12341,63,811
1192119,388651,25664,9912,136981,40920,1846686,601788,25108,9681,126846,41499,62,814
1537311,328126,19938,8080,119695,38067,2504147,508313,19112,7746,114937,35396,74,815
200153,331820,369,112,611,419,345068,566435,270,98,452,408,48,815
824122,162128,11127,4157,40895,13530,1266253,259155,10540,3581,39843,16769,47,816
30870,5350,263,127,549,560,133049,28739,353,79,1955,988,17,816
746320,188114,9926,3654,31715,9336,1080916,285979,9136,3460,29112,7465,58,816
1069205,233550,11029,4234,34105,3363,1738152,361011,11431,3979,35551,4373,56,817
16281,1581,122,110,663,282,57504,5012,109,0,669,275,15,818
841939,259183,10446,4227,47367,11733,1379001,392222,9671,3705,45589,13337,62,818
910734,258458,10703,4299,41815,10680,1354959,411878,9142,3685,38093,7031,56,818
1078487,113927,11560,4946,36340,7357,1750065,180760,10592,4297,34787,5555,51,819
974739,329462,11660,4116,35211,5708,1647526,518310,11058,4106,34492,4814,56,819
18438,4714,215,119,375,33,76833,14140,113,0,350,0,14,819
740735,240982,9754,3627,29544,8917,1091186,372052,8445,3136,27580,9481,64,820
69794,5155,208,260,364,390,137213,8723,109,134,289,307,38,822
1819153,369060,23011,9965,113444,29067,2682906,554764,21585,9183,107612,28720,64,822
1083612,258429,11562,4543,45903,13136,1840750,396938,11473,4449,44094,13748,63,823
40137,3997,111,281,183,0,60003,6723,94,161,76,34,36,824
816568,185799,7472,3075,29993,8522,1421670,307924,7513,3001,31074,9105,50,824
1017391,195454,11728,4218,50211,14825,1717605,298551,10950,3982,50092,17160,64,825
1097913,222832,14020,5951,57321,18181,1693342,340783,13107,5513,56525,17996,67,826
55744,16943,87,215,248,91,163238,39511,0,126,121,55,23,826
857199,169870,9603,3745,35456,10047,1372234,259598,9329,3479,34627,9945,53,827
1179146,412861,18018,6937,77969,21919,1304937,580554,14199,5265,64498,18933,69,827
815556,65184,5206,2346,48876,13640,1412981,96933,5202,2049,47715,16436,62,827
59946,5347,0,106,505,205,100675,11061,0,82,467,396,38,829
790880,126075,8251,3183,28584,9558,1471525,181284,8329,3182,28725,8799,56,829
974646,71499,8587,3354,35931,10639,1643007,111131,8917,3245,36023,14039,51,830
17571,3798,297,207,929,367,84254,18612,291,155,1700,1313,15,830
928237,144776,12654,4560,46788,15098,1381398,203101,10761,3764,45153,17648,66,830
59094,7924,191,57,0,0,105929,12870,107,65,131,107,35,831
22264,702,142,169,327,163,91012,2766,54,95,283,242,17,831
1064148,621718,15794,6228,48054,11781,1541616,986986,14511,5620,45207,12762,71,831
1069887,437155,14222,5809,46280,8422,1446359,688433,12155,4747,39300,8349,68,832
55955,11381,154,154,309,74,112363,22060,90,73,431,41,34,832
1229195,95126,12133,5374,39112,13113,2078897,154518,13411,5730,41688,15783,55,832
942323,231683,8926,3730,94041,24790,1493043,360812,8549,3684,93914,26792,54,833
1493263,196240,18167,7696,63724,17010,2576250,325970,18993,7759,63944,19298,50,833
19516,4012,120,321,563,399,68777,23420,251,346,976,1251,15,833
1006224,177678,14194,5472,42095,11587,1342763,251677,11951,4474,36614,11651,67,834
22439,34684,233,133,214,333,84724,103134,140,7,152,239,17,834
261335,124495,4580,1499,11275,757,451108,202503,3774,1521,11379,1360,52,834
1396284,184255,13328,4624,40815,9884,2829327,285692,13741,5233,42439,10778,64,834
1362798,185540,14069,4683,50356,14587,2400883,310128,13946,4950,53678,15867,50,835
19149,3683,287,143,115,583,73446,21665,335,156,1131,1801,15,835
1145969,315538,14151,5680,46179,11747,1714144,437246,12722,4965,39020,10511,64,836
798424,103655,9190,3683,31765,7077,1413858,179930,9486,3803,32927,8218,44,839
420131,60206,6965,2548,20233,5359,714758,92324,6332,2541,19728,7456,48,841
87814,6886,141,228,610,175,208355,14113,77,188,434,518,35,841
1015991,251175,12706,4927,32936,8187,1747624,375124,11618,4446,30116,9412,60,842
52820,26120,157,136,400,205,137541,58676,68,78,371,133,25,844
970260,90950,10071,3319,27772,9256,1778382,132001,9500,3302,27089,8148,63,845
348497,52060,5291,1968,9273,1512,643387,83688,5115,1676,9686,2318,49,846
166414,99336,7901,4230,13221,1339,275040,157311,7607,4069,11835,2119,48,846
13235,2675,175,199,114,321,51436,8858,58,115,0,488,13,847
1715520,174441,26609,11305,102727,33272,2427398,252698,24310,9808,90013,31597,54,847
37025,5861,241,312,1242,970,171627,32275,456,284,2106,2752,17,847
1418689,379840,14329,6295,64587,20566,2463506,591610,14784,6148,65333,19773,71,848
18759,35741,130,40,353,206,86141,117030,26,0,165,185,14,848
933511,197611,13514,5604,52079,18468,1366845,311589,12206,5035,46720,18577,55,850
386558,102688,4839,1972,16182,5495,738572,167587,4491,1743,18049,7144,46,851
362781,36950,9367,4262,10729,0,631244,57921,8948,4244,9939,1222,55,853
1069471,242118,11716,4481,46180,16653,1772563,401897,11372,4372,47183,19251,50,853
30762,11097,310,68,640,509,117421,59361,588,26,1340,1327,19,853
1083933,200462,14608,6295,57805,13777,1577370,293380,13579,5649,52646,14262,65,855
1442471,301296,17082,6157,62360,13249,2388450,455370,16757,5934,61295,14411,50,856
38305,23506,251,184,306,40,91993,46524,115,83,313,313,31,857
1011467,214070,9538,3845,28007,7968,1676410,348992,9803,3695,28686,7858,56,857
30488,4491,151,231,367,341,75494,9465,71,143,194,384,30,857
563026,178197,10886,4101,36318,11411,951676,283162,11311,4317,35904,12046,63,857
13901,4302,129,171,482,38,59963,15928,3,75,412,116,13,857
751749,363696,7641,3162,20170,4212,1605914,597701,8499,3152,21595,5619,54,857
1303533,260220,18096,6748,59261,12795,1748517,402681,15751,5659,51240,11099,66,858
20977,6923,215,198,212,915,91987,38235,302,119,759,1779,16,858
540700,62746,5797,2133,16467,3048,974331,103208,5661,2117,16358,4676,51,859
1271985,531970,20549,7222,58753,15768,1296191,556103,13938,4795,33054,8825,70,859
13249,4422,272,130,386,18,59078,14286,222,0,260,0,13,860
943243,136844,9693,3442,35133,10026,1723872,225125,9150,3339,36841,13386,48,860
1238031,265549,19662,7199,79520,22471,1639654,385189,17214,6080,70588,20562,71,862
1066422,162972,10672,4254,39865,10549,1662158,254149,9835,3625,36034,9957,57,862
63737,7679,132,69,389,219,124177,11761,47,54,554,120,35,862
54323,11863,242,268,136,296,142205,24165,133,163,0,277,33,862
1367004,340873,16990,6501,55906,18681,2232998,548649,16872,6478,56581,18039,51,863
29129,10292,178,190,270,791,124261,50507,176,159,1250,1565,15,863
14813,5829,0,166,167,202,52876,18518,0,61,0,170,15,864
11168,0,135,196,244,140,52028,187,0,90,222,249,12,865
1137429,270028,15808,6015,53831,17513,1692265,404897,15048,5302,51305,14953,66,865
411386,81000,19828,7199,14805,2432,472794,110599,16488,6116,13864,2354,66,866
944178,172281,13429,4569,45066,9293,1402930,264553,12998,4254,41531,9922,54,867
880586,121295,9978,4010,36079,8924,1646239,204274,10487,4002,38477,11265,64,867
238125,53783,9030,4251,9513,1302,366205,78967,8772,3791,9791,2530,51,868
50770,28439,166,190,286,174,128028,60821,173,152,217,338,32,869
1048490,258719,18624,7689,65683,17345,1297925,365668,15614,6411,55404,14660,64,869
1159380,338538,15180,5607,55265,13474,1585654,499823,14163,5388,50389,12045,68,869
1177133,735183,14506,5259,122906,30236,1841643,1123816,13708,5092,116527,30448,64,870
1846501,403375,25295,9580,106587,30157,2728965,588168,23043,8747,95930,30949,63,873
1437778,217106,18746,7581,68827,22243,2407329,342715,18634,7508,67229,21858,66,873
18752,3381,217,60,364,163,75315,11787,132,0,212,176,15,874
1377127,392970,21107,7855,71392,16381,1803882,527437,17908,6515,58939,18784,65,874
1115139,243614,18223,7119,72216,22119,1354057,322492,15234,5734,57969,18224,60,875
1245836,321472,19668,7642,62413,16582,1536946,398005,16046,6014,50369,12887,82,875
772347,104711,18776,9072,24579,0,1278322,166296,18398,9177,26373,989,50,878
40760,13218,718,312,657,61,174496,54796,1807,517,1162,280,23,878
1050589,190880,11300,4415,47515,14314,1694142,307738,10428,4159,49086,14740,56,878
14190,1222,114,92,416,72,52528,4107,0,0,152,0,14,879
833671,263994,14061,5345,51187,8664,1078217,396340,11711,4588,45962,6849,62,879
60844,9080,254,90,577,75,140335,16998,121,114,722,54,31,880
825810,75772,9463,3299,30998,12295,1436449,118928,9672,3661,31539,15564,62,880
996866,134409,12390,4840,47432,12993,1587129,205184,11359,4182,44268,13464,50,881
1185616,425389,21683,8746,79915,21596,1427698,603694,18085,7321,67144,16223,71,882
664437,308084,10520,4042,28109,7505,921161,483209,9444,3716,24533,5988,51,883
43224,2451,130,101,129,16,101863,5003,80,58,248,157,29,884
616897,123787,9127,4024,36093,8890,882778,178226,8143,3437,31986,8419,55,884
781178,672285,10856,4545,122118,32081,1322242,1175745,11523,4467,126121,33761,50,885
1009620,247057,10573,4448,106255,31852,1450636,370694,10088,4170,96247,33906,58,885
1595718,226466,21948,8748,81403,20228,2429771,351436,20053,8372,75003,19688,65,886
819149,186073,7078,3066,26493,9294,1449484,308758,7556,3053,28432,9093,49,887
992106,578974,20829,8548,182181,52825,1464513,768489,18063,7468,155853,48897,73,887
1130714,422414,19493,6743,59074,14262,1385462,561790,16310,5521,48607,12425,86,887
1409676,363760,20161,8868,151367,43109,1948006,554006,18697,8166,137604,41464,71,887
1092375,924010,21573,8463,209055,53994,1694502,1403949,20172,7970,193305,54864,54,888
18550,18028,226,101,719,1557,68692,104142,199,113,1387,2925,15,888
1097509,536853,14198,5822,56185,16196,1528313,774555,12723,5099,49339,15328,78,889
99666,31866,251,189,751,188,142385,49067,114,171,609,172,42,889
605492,234282,9121,3290,25543,6420,889971,344643,8020,2673,23257,5943,67,890
701479,138441,8590,3265,34437,10788,1129561,203818,7892,3004,33355,13699,64,891
954150,110494,8916,3343,24499,5824,1663915,183840,9502,3318,25821,8998,49,891
23636,5712,180,216,319,174,87020,15888,105,207,233,281,17,891
896896,219435,12111,4357,44596,11290,1358104,314657,10761,3905,42454,11012,71,894
12659,3374,139,171,120,134,51372,11541,23,98,0,60,13,895
894962,271818,13079,5333,45315,9419,1280558,410302,12034,4753,41303,12548,52,895
659462,93662,6651,2122,18602,5861,1230313,155793,6755,2400,20239,8335,56,896
31982,10144,89,186,444,169,98271,25367,54,166,191,109,18,897
807302,142596,10090,3793,36903,10856,1195840,214280,9121,3365,34660,9829,58,897
829643,139455,12541,4877,53225,14686,1150402,211082,10866,3801,46772,13006,54,899
642757,69209,7615,2746,30107,7539,1024396,107512,7002,2602,30817,7491,55,899
566264,86484,6002,2303,15537,3910,1040278,142938,6157,2467,16780,3323,50,900
1380286,643981,9346,3451,7068,2198,1905383,959217,7838,3019,6066,3312,63,900
739866,162007,9812,4028,38367,11134,995532,243212,9010,3434,35137,11330,68,903
170641,12646,4894,1939,2322,271,285298,21518,4739,1800,2033,456,38,903
14296,971,267,154,309,143,50785,5544,307,88,382,67,15,903
1042270,141498,18941,7718,65736,14467,1366868,190632,16840,6596,55718,13243,67,904
932890,160251,11310,4337,40134,11225,1723218,253168,11462,4277,41938,11893,58,904
978557,183816,17497,6843,65074,18031,1667106,288524,17702,6619,65559,23905,68,905
775928,217533,10858,4106,34675,8247,1089134,309276,9111,3309,30874,8298,64,905
26167,1698,310,201,397,151,77234,5051,193,195,233,260,18,905
811239,92302,556,360,486,497,956616,110246,243,171,324,534,74,906
1411377,116144,15468,6459,61133,17226,2295397,162477,14709,5825,61208,20218,78,908
982324,457537,10914,4689,36822,9425,1521155,734179,9451,4081,34135,8824,59,909
912073,227625,11621,4862,41208,8836,1504960,357923,10746,4441,41075,7139,53,909
1715810,409877,16308,6542,74031,20676,2898573,653940,16596,7003,74694,24667,62,910
17565,2902,202,224,367,301,75312,9817,114,178,152,285,14,913
101925,13567,75,196,305,339,97551,8663,68,223,638,300,73,913
1576045,308948,15847,6030,64977,20511,2728437,491172,16599,6027,63414,21572,65,915
796461,136616,10393,3881,43748,12286,1240013,204605,9598,3714,40096,10694,59,915
58381,3377,269,57,56,165,89213,6222,177,49,71,169,36,916
1110313,231977,13585,4696,47595,15866,1778930,344961,12438,4381,45015,17478,78,916
1063163,126565,10969,4078,33593,8740,2050913,201498,11064,4421,33414,10658,55,917
1088845,178833,10023,3951,39431,11150,1945087,276886,10436,3864,37318,9079,56,920
425001,114602,6972,2775,5961,475,762327,195008,6903,2679,5828,918,49,920
662226,130800,8420,3492,26543,3962,995132,194700,7621,2842,25964,4925,55,921
205797,43771,9078,3560,9128,2486,325044,67591,8814,3528,9034,2825,50,923
1206140,252167,16265,6227,64540,13538,1900582,382047,15843,5475,62325,13889,60,923
972856,557003,13189,4769,48741,11695,1295347,813433,11894,4214,43310,9554,73,923
933399,116953,8658,3671,24038,5538,1933421,189960,8690,3546,26089,7656,55,924
1011328,105284,10331,3749,41300,11049,1641607,155347,9414,3382,39660,11252,72,924
1017320,426743,11764,4806,40571,11489,1611021,624029,10502,4337,36043,12737,62,924
681835,167730,8389,3660,29358,9986,1216154,283345,9256,3589,30873,9819,50,925
1333307,239980,18414,7442,71262,17006,1895229,384758,17160,6690,64581,15203,58,927
954474,367841,13625,5681,53008,9308,1185063,575602,10976,4343,44823,9957,55,927
1857811,351743,26018,10580,120378,41235,2542182,487295,23930,9056,105050,41006,71,930
99499,30921,108,53,666,0,194942,52526,94,11,410,342,41,930
389698,260069,447,346,291,223,755738,438663,540,191,68,122,46,930
1197441,239921,15307,5992,56656,20119,1784549,336129,12918,5077,51351,18723,60,932
832003,495884,10310,3836,43329,11671,1416144,881045,9916,3840,43800,12499,46,932
28784,24617,507,268,1443,710,118106,117280,758,315,2446,971,17,932
818165,107121,10060,4074,33617,6630,1354769,168426,9252,3946,34031,7034,57,932
113932,9454,55,90,145,74,244476,15161,88,113,177,95,52,934
84441,13952,214,304,115,71,171184,29370,130,141,111,42,33,935
1279936,229565,13514,5466,50486,11701,2084441,361996,13634,5225,48866,10585,51,936
34207,8534,212,148,749,815,160032,43682,280,127,835,961,22,936
992170,232746,11706,4428,41810,11502,1712442,355879,11595,4610,41882,12678,64,936
1062184,133125,13823,5677,55739,16208,1470501,194259,11557,5019,50296,14894,58,936
53903,12035,412,268,358,0,102827,23951,244,122,217,0,33,936
34987,7795,108,92,688,294,53489,15360,60,110,330,457,33,937
12199,2473,69,125,226,86,53218,8686,0,12,111,0,12,938
745218,212857,9813,3786,36090,12775,1091500,340998,9196,3509,34172,12820,51,939
1358163,712435,19953,7739,87617,28081,1884472,1062321,17610,6568,74935,24254,69,939
129155,21916,126,384,430,75,238485,35150,164,269,500,235,48,942
27877,3494,150,136,308,128,96984,9953,57,86,342,32,17,942
791286,165758,11588,4362,38556,11542,1120833,228654,10257,3932,34679,12198,57,943
1143652,105493,11209,4757,37824,10410,2234783,166729,11488,5078,37835,10313,67,943
58566,12474,199,0,813,35,101634,23672,105,19,650,189,34,943
1092525,209127,13881,5237,48567,10799,1493221,284045,12411,4522,40186,10389,56,946
12394,494,44,163,147,69,57248,2552,0,77,185,27,12,947
1333279,390916,13709,5128,48246,12190,2240129,618170,13596,4952,46695,14332,66,948
1103065,231900,16103,5877,65477,20210,1678154,356865,14907,5431,63460,19966,68,949
1506324,322067,26897,10733,131156,41318,2212636,480460,23770,9377,118132,37577,59,950
976173,328582,14740,6481,87755,23383,1235691,478294,12250,5566,74616,21024,62,950
915721,89054,13039,5218,54227,14052,1475912,136384,11403,4680,52430,13265,66,950
1161423,257086,11445,4948,103518,32394,1884744,406167,10861,4674,102831,36075,52,950
114544,19305,22,0,0,347,207599,33973,117,0,379,469,42,951
1107048,227058,10392,4433,34881,8865,1943170,384413,10347,4331,34067,8395,50,951
21939,7403,144,171,489,487,73048,37171,257,58,617,1198,15,951
1322871,218842,17427,6739,62101,22167,1805334,305375,14772,5887,54779,19687,59,953
1161779,223679,13441,5169,54585,18167,1597342,333164,12046,4291,49458,15914,58,954
44396,5728,81,228,400,183,133984,14137,18,153,465,235,22,954
1402002,446225,16698,6174,48520,11761,2217170,758155,15737,6044,46881,13077,57,954
542981,69684,9099,3492,33030,8907,759801,97108,8372,3068,32748,10543,54,954
677776,60190,18881,9201,22847,886,1051929,91622,17948,9125,22420,3309,60,955
1074329,252159,12758,4756,47739,16276,1760780,416454,12069,4490,48673,18896,49,956
27141,9463,306,127,1208,1008,167066,57737,425,0,2337,1971,12,956
995741,229175,15173,5299,51394,14859,1338059,338623,13115,4696,45182,11708,57,956
30548,16688,190,139,120,61,89403,42758,118,12,301,147,20,957
1014080,208558,12277,5278,108904,34299,1702126,326405,12491,5270,110007,38375,51,957
14875,5274,165,99,464,243,58539,16424,57,0,340,149,14,958
110415,18111,453,74,115,0,232548,30182,191,51,511,153,46,958
18223,1393,86,12,201,0,62521,4831,0,0,151,0,17,958
12239,8841,175,186,355,155,53726,29466,67,112,102,48,12,959
1304849,404272,22545,8655,78375,19370,1619970,624990,19012,7368,66977,14257,65,960
147438,30969,388,299,810,205,133151,26874,160,191,513,264,83,961
1087715,311347,14218,5512,57071,14754,1516621,427205,12579,4834,48783,14850,56,962
1144694,155794,15753,5949,56033,15858,1791231,230800,14674,5676,57555,14362,68,962
649703,169179,9142,3312,27827,9029,1015714,267745,8601,3024,27068,10959,61,964
455112,91358,5891,2253,18045,4198,689292,134687,5451,2067,17811,4944,61,965
1102248,657003,13029,5040,42543,10470,1863419,1097330,13146,4683,43655,9793,49,966
694517,187747,6833,2821,19585,3683,1263316,307409,6390,2593,19186,3691,47,968
1015907,219898,13393,5183,54354,17775,1673153,337368,12782,4950,54354,21021,60,970
748717,204434,10285,4121,33937,8390,1042344,315683,8945,3605,30705,7717,52,971
1413773,253489,13557,5112,47979,11486,2531416,409396,13807,5361,48172,12838,60,972
29536,11489,0,0,0,177,55943,21369,0,0,6,171,36,972
86303,7738,71,168,297,183,199311,15379,22,125,106,235,28,973
29794,23363,186,140,503,60,74698,55545,48,62,531,0,23,973
833763,275565,8931,4096,74230,16940,1424489,449883,9349,3807,79684,20255,56,974
431212,55690,9047,4209,15428,3498,803841,88523,9177,4030,15913,4377,49,974
870014,426082,11033,3798,35381,9529,1447483,706019,10697,3905,35567,8929,52,975
23801,3335,132,89,259,351,62508,9791,117,0,409,396,20,975
27251,18677,154,127,272,160,74711,46005,36,0,163,175,20,975
651922,160837,9551,3306,29242,7940,1079760,255043,8819,2811,30168,8196,58,975
89847,6378,10,0,190,282,204610,12036,3,0,382,383,39,976
1014806,484553,13527,5099,48347,11256,1471758,721914,11857,4291,45654,11512,66,976
37136,3858,168,0,482,0,82261,7248,43,0,529,0,26,980
43291,19197,333,224,0,0,68572,34688,281,128,38,132,37,980
940517,255838,11176,4575,91710,25565,1464318,372572,10826,4528,88336,25054,63,982
67917,2421,157,375,810,78,133045,4577,148,204,422,90,36,983
391315,82947,6315,2621,16791,2019,577029,121380,5778,2185,16541,2068,53,983
857850,181871,11017,4075,40201,8637,1332711,287176,10390,3619,38037,10161,51,984
30846,11204,251,107,957,685,180633,67433,259,98,2341,1205,12,984
1374278,134360,15488,6451,55083,17760,2438140,219341,15585,6445,57365,21773,48,985
36258,5340,441,175,879,1160,159671,24589,774,98,2643,2756,13,985
913228,165319,8831,3769,32291,6789,1635201,270130,9603,3698,33123,6491,51,985
13863,4628,113,218,192,40,54800,14646,0,150,169,0,14,986
30607,16454,712,336,685,135,93028,38646,709,258,610,169,21,986
31666,4437,252,260,306,219,94996,11683,169,189,495,293,19,986
53420,17800,572,210,898,0,92808,24073,293,151,669,14,42,986
441034,194659,7020,2515,17976,4300,659126,294881,5864,2301,16421,5785,58,987
891698,304709,11065,3740,36054,10461,1312589,497259,10517,3485,34347,10852,57,987
821460,206019,12465,5042,44930,14603,1115414,287146,11258,4119,40142,11271,56,987
1087528,230562,13591,5469,72939,23110,1672924,362599,12804,4920,68530,22581,59,987
1376338,399017,19238,7107,83286,23180,1739306,544900,16329,5954,65925,17580,65,988
1165516,388939,13155,5307,54728,14816,1688063,588892,11922,4711,51257,13566,58,989
37821,12367,227,310,721,41,110119,30158,90,207,742,0,20,990
1879788,314819,18906,7013,70395,20302,2878263,505949,18576,6652,66929,18071,59,990
1051506,181015,11170,4240,100528,31673,1621156,267401,9683,3837,96864,33130,64,993
1225878,205923,12313,4786,36173,10569,2052364,292752,10837,4302,33755,13058,67,993
60642,12717,485,187,976,49,109169,24840,473,140,721,227,39,994
1407954,339972,18048,6643,65551,22587,1991449,493840,16351,5903,62756,18777,62,994
1145062,208295,13657,5066,48065,12922,1909564,347669,13318,4996,46379,12187,49,994
29880,8591,303,165,342,869,98697,44334,459,189,966,2074,18,994
879817,183337,8127,3495,33304,12026,1578867,296166,8396,3190,34277,13277,61,995
885894,228037,11657,4816,50087,15078,1241051,337161,9756,3953,44174,14818,64,995
816390,306211,11817,4130,40821,11756,1087628,454460,10593,3492,37801,9062,55,996
1068824,163644,10068,3324,32029,9059,1882809,230776,10245,3365,31719,10801,65,996
1370095,389557,19033,8578,66226,18299,2000794,560205,17272,7338,60921,15457,72,997
1065356,240001,15719,6316,52828,14688,1709724,388897,15901,6313,52530,13860,50,997
1307933,681831,14017,4742,53300,14248,2075225,1055423,12806,4656,52433,14590,65,998
1120309,170851,12112,4809,42587,12930,1943552,273946,12279,4746,42750,15085,63,998
967492,157025,11954,4575,43732,8587,1415848,237094,10608,4100,39575,9752,52,999
941096,162226,8728,3386,30067,10955,1822809,258404,9110,3406,28876,11454,57,999
382792,83133,4818,1989,17260,6432,692101,133455,4759,1731,16763,5098,48,1000
1459892,279292,20106,8992,73839,20197,2052529,410977,17916,7781,63860,15609,72,1001
87307,3532,142,209,134,83,174424,6124,106,141,131,46,39,1002
1117930,111791,16890,7218,56055,15392,1862837,183286,17312,7156,58717,16303,54,1003
1010648,198993,11947,4754,46379,13257,1675183,301968,10491,4387,49140,14165,57,1004
1380674,79766,12670,4795,40599,10126,2433316,126644,13010,5012,40321,10883,47,1005
